Cycle;FreqIndex;Omega;Iterations;Error;Time;FromFunction
0;2;12.127544;33;7.945580000523478e-5;2.467696827;SensMatVec
0;2;12.127544;27;9.089676314033568e-5;2.555958523;SensTMatVec
0;2;10.78004;29;8.871730824466795e-5;2.408572742;SensMatVec
0;2;10.78004;26;7.831049151718616e-5;2.337292963;SensTMatVec
0;2;12.127544;30;9.877792763290927e-5;2.553516162;SensMatVec
0;2;12.127544;27;7.312642992474139e-5;2.13343389;SensTMatVec
0;2;10.78004;29;9.752582263899967e-5;2.192359392;SensMatVec
0;2;10.78004;26;8.224467455875129e-5;1.97618241;SensTMatVec
0;2;12.127544;32;8.000792149687186e-5;2.459954572;SensMatVec
0;2;12.127544;27;9.399680857313797e-5;2.024969593;SensTMatVec
0;2;10.78004;28;9.940685413312167e-5;2.012633382;SensMatVec
0;2;10.78004;26;8.268644887721166e-5;1.97498261;SensTMatVec
0;2;12.127544;30;7.884968363214284e-5;2.29775989;SensMatVec
0;2;12.127544;27;7.417547749355435e-5;1.980961135;SensTMatVec
0;2;10.78004;29;8.80906154634431e-5;2.122643957;SensMatVec
0;2;10.78004;26;8.472081390209496e-5;1.975930077;SensTMatVec
0;2;12.127544;32;8.31856596050784e-5;2.421028578;SensMatVec
0;2;12.127544;27;8.523010910721496e-5;2.050972775;SensTMatVec
0;2;10.78004;30;7.000538607826456e-5;2.293191931;SensMatVec
0;2;10.78004;26;9.378528193337843e-5;1.879685665;SensTMatVec
0;2;12.127544;32;8.909752796171233e-5;2.421217303;SensMatVec
0;2;12.127544;27;9.113531996263191e-5;1.996435083;SensTMatVec
0;2;10.78004;29;7.481834472855553e-5;2.194307016;SensMatVec
0;2;10.78004;26;8.574544335715473e-5;1.984220389;SensTMatVec
0;2;12.127544;30;8.613464160589501e-5;2.198527102;SensMatVec
0;2;12.127544;27;7.718685083091259e-5;2.114748486;SensTMatVec
0;2;10.78004;36;9.175741411127092e-7;2.685524374;getData
0;2;12.127544;38;7.893141287240724e-7;2.747217729;getData
0;2;10.78004;26;6.934873090358451e-5;1.911009959;SensTMatVec
0;2;12.127544;27;7.458264735760167e-5;2.051021846;SensTMatVec
